date,sales,onpromotion,transactions,dcoilwtico,is_holiday,day_of_week,day_of_month,month,quarter,year,week_of_year,lag_1,lag_7,lag_14,lag_28,rolling_7,rolling_14,rolling_28
2014-03-11,539365.375063,0,75793.0,100.29,0,1,11,3,1,2014,11,587414.828974,748930.902096,351418.110084,358382.7339877,708555.6917567143,615258.1101657643,516508.30189486075
2014-03-12,575676.797032,0,75820.0,98.29,0,2,12,3,1,2014,11,539365.375063,741756.416525,353604.266985,387758.393971,678617.7593234285,628682.9148071214,522971.96764755005
2014-03-13,473298.042544,0,72982.0,98.57,0,3,13,3,1,2014,11,575676.797032,614082.444339,330330.185244,347373.2985675,654892.0993958571,644545.2383819072,529683.3391854429
2014-03-14,530515.2554715,0,77386.0,99.23,0,4,14,3,1,2014,11,473298.042544,598242.341178,425624.795466,361206.4069057,634780.0419965715,654757.22818905,534180.6514703179
2014-03-15,731049.789851,0,91559.0,99.23,0,5,15,3,1,2014,11,530515.2554715,753345.259201,911360.2578707,538893.357859,625104.7440385,662249.4039037285,540227.3960619535
2014-03-16,929808.492772,0,93240.0,99.23,0,6,16,3,1,2014,11,731049.789851,916117.649984,667413.052988,595300.23508,621919.6769884999,649370.0847594643,547090.1257759535
2014-03-17,612719.522118,0,80383.0,98.43,0,0,17,3,1,2014,12,929808.492772,587414.828974,613973.031386,412029.2879535,623875.5116724999,668112.616172607,559036.8492649535
2014-03-18,537427.86875,0,75912.0,100.08,0,1,18,3,1,2014,12,612719.522118,539365.375063,748930.902096,365331.247942,627490.4678359285,668023.0797963215,566204.3576279714
2014-03-19,585974.657018,0,76911.0,100.71,0,2,19,3,1,2014,12,537427.86875,575676.797032,741756.416525,360161.6390075,627213.6812197857,652915.7202716072,572350.6655139715
2014-03-20,500897.112641,0,74462.0,99.68,0,3,20,3,1,2014,12,585974.657018,473298.042544,614082.444339,322451.9201135,628684.8040749285,641788.4517353929,580415.4161572036
2014-03-21,548811.469984,0,78342.0,99.97,0,4,21,3,1,2014,12,500897.112641,530515.2554715,598242.341178,369403.653633,632627.5283745,633703.7851855357,586788.4587474714
2014-03-22,771704.933772,0,93889.0,99.97,0,5,22,3,1,2014,12,548811.469984,731049.789851,753345.259201,538206.082827,635241.2733048572,630173.0086716786,593195.8807600072
2014-03-23,838814.636064,0,89071.0,99.97,0,6,23,3,1,2014,12,771704.933772,929808.492772,916117.649984,487896.463891,641049.1510078572,631484.4139981786,601535.1254366143
2014-03-24,571762.044919,0,74406.0,100.05,0,0,24,3,1,2014,13,838814.636064,612719.522118,587414.828974,404224.188997,628050.028621,625962.7701467499,614067.9172999357
2014-03-25,539861.6183493,0,74454.0,99.66,0,1,25,3,1,2014,13,571762.044919,537427.86875,539365.375063,351418.110084,622198.9604497143,624844.7141428215,620051.4121542928
2014-03-26,569680.543547,0,74887.0,100.61,0,2,26,3,1,2014,13,539861.6183493,585974.657018,575676.797032,353604.266985,622546.6389638999,624880.1600918429,626781.5374494821
2014-03-27,468581.39830400003,0,71079.0,101.25,0,3,27,3,1,2014,13,569680.543547,500897.112641,473298.042544,330330.185244,620218.9084680428,624451.8562714857,634498.5473266963
2014-03-28,538905.781947,0,78180.0,101.73,0,4,28,3,1,2014,13,468581.39830400003,548811.469984,530515.2554715,425624.795466,615602.3778484714,624114.9531114857,639436.0906502678
2014-03-29,822333.142686,0,95635.0,101.73,0,5,29,3,1,2014,13,538905.781947,771704.933772,731049.789851,911360.2578707,614187.2795574714,624714.2764311644,643481.8401674464
2014-03-30,873958.8396415,0,88582.0,101.73,0,6,30,3,1,2014,13,822333.142686,838814.636064,929808.492772,667413.052988,621419.8808308999,631234.5159193786,640302.3003394214
2014-03-31,651800.509461,0,82265.0,101.57,0,0,31,3,1,2014,14,873958.8396415,571762.044919,612719.522118,613973.031386,626440.4813419714,627245.2549814858,647678.9355770464
2014-04-01,485079.887001,8,84822.0,99.69,1,1,1,4,2,2014,14,651800.509461,539861.6183493,537427.86875,748930.902096,637874.5477051142,630036.7540774143,649029.9169368679
2014-04-02,463917.316107,4,83375.0,99.6,0,2,2,4,2,2014,14,485079.887001,569680.543547,585974.657018,741756.416525,630048.5860839285,626297.6125239143,639606.6663977607
2014-04-03,388867.961418,120,78063.0,100.29,0,3,3,4,2,2014,14,463917.316107,468581.39830400003,500897.112641,614082.444339,614939.5535925,617579.2310302714,629683.8413828321
2014-04-04,422578.745073,5,81700.0,101.16,0,4,4,4,2,2014,14,388867.961418,538905.781947,548811.469984,598242.341178,603551.9197516429,609577.1488000571,621640.4669927964
2014-04-05,617680.194045,7,101536.0,101.16,0,5,5,4,2,2014,14,422578.745073,822333.142686,771704.933772,753345.259201,586933.7716267856,600560.5255921286,615366.7671319034
2014-04-06,631888.250898,7,94488.0,101.16,0,6,6,4,2,2014,14,617680.194045,873958.8396415,838814.636064,916117.649984,557697.6361066429,589558.7584687715,610521.586233475
2014-04-07,426091.1040178,3,80982.0,100.43,0,0,7,4,2,2014,15,631888.250898,651800.509461,571762.044919,587414.828974,523116.12342899997,574778.3023854857,600370.5362661179
2014-04-08,376663.272105,8,76904.0,102.57,0,1,8,4,2,2014,15,426091.1040178,485079.887001,539861.6183493,539365.375063,490871.92265140003,564373.2351782571,594608.9746605393
2014-04-09,375309.08201199997,4,78352.0,103.55,0,2,9,4,2,2014,15,376663.272105,463917.316107,569680.543547,575676.797032,475383.8348091143,552716.2104465214,588798.1852691822
2014-04-10,334052.7571255,119,76260.0,103.37,0,3,10,4,2,2014,15,375309.08201199997,388867.961418,468581.39830400003,473298.042544,462725.5156526857,538832.5346225929,581642.1954470393
2014-04-11,379646.845927,14,80053.0,103.68,0,4,11,4,2,2014,15,334052.7571255,422578.745073,538905.781947,530515.2554715,454894.77218232857,529223.3459669857,576669.1495392357
2014-04-12,529919.922964,10,95879.0,103.68,1,5,12,4,2,2014,15,379646.845927,617680.194045,822333.142686,731049.789851,448761.6437329,517847.7076798429,571280.9920555035
2014-04-13,540190.281942,16,88770.0,103.68,0,6,13,4,2,2014,15,529919.922964,631888.250898,873958.8396415,929808.492772,436224.4621499,496961.04912827146,564097.7825238251
2014-04-14,381386.309033,8,77753.0,104.05,1,0,14,4,2,2014,16,540190.281942,426091.1040178,651800.509461,612719.522118,423124.7522990429,473120.4378640214,550182.8464227536
2014-04-15,364689.054991,45,76278.0,103.7,0,1,15,4,2,2014,16,381386.309033,376663.272105,485079.887001,537427.86875,416738.3530155,453805.13783345,541920.9459554321
2014-04-16,411357.084985,45,81231.0,103.71,0,2,16,4,2,2014,16,364689.054991,375309.08201199997,463917.316107,585974.657018,415027.7505706428,445205.79268987855,535751.7026068964
2014-04-17,397464.842904,455,84493.0,104.33,0,3,17,4,2,2014,16,411357.084985,334052.7571255,388867.961418,500897.112641,420177.46528107143,441451.49046687863,529515.360748575
2014-04-18,394392.184115,37,81003.0,104.33,1,4,18,4,2,2014,16,397464.842904,379646.845927,422578.745073,548811.469984,429236.334678,442065.5534301643,525821.3511151107
2014-04-19,496904.749136,36,92589.0,104.33,0,5,19,4,2,2014,16,394392.184115,529919.922964,617680.194045,771704.933772,431342.811562,440052.22764745,520306.3766197893
2014-04-20,520126.3980386,56,86198.0,104.33,0,6,20,4,2,2014,16,496904.749136,540190.281942,631888.250898,838814.636064,426626.358158,431425.41015395,510492.0843113608
2014-04-21,398677.396998,28,79111.0,104.35,1,0,21,4,2,2014,17,520126.3980386,381386.309033,426091.1040178,571762.044919,423760.08902894286,423442.4206639929,499110.3615247393
2014-04-22,370552.249018,49,75889.0,101.69,0,1,22,4,2,2014,17,398677.396998,364689.054991,376663.272105,539861.6183493,426230.2444525143,421484.2987340071,492928.7669561322
2014-04-23,372232.595049,58,75358.0,101.47,0,2,23,4,2,2014,17,370552.249018,411357.084985,375309.08201199997,569680.543547,427067.8435992286,421047.79708493577,486882.0037657286
2014-04-24,320875.477858,460,71753.0,102.2,0,3,24,4,2,2014,17,372232.595049,397464.842904,334052.7571255,468581.39830400003,421478.63075122854,420828.04801614996,479830.2913193714
2014-04-25,357173.708433,22,75347.0,100.85,0,4,25,4,2,2014,17,320875.477858,394392.184115,379646.845927,538905.781947,410537.2928875143,419886.81378275715,474555.0798748714
2014-04-26,497334.735036,39,89576.0,100.85,0,5,26,4,2,2014,17,357173.708433,496904.749136,529919.922964,822333.142686,405220.36779008573,418281.5896760429,468064.6486779428
2014-04-27,560508.420995,52,88583.0,100.85,0,6,27,4,2,2014,17,497334.735036,520126.3980386,540190.281942,873958.8396415,405281.79434722854,415954.07625261426,456457.5626904429
2014-04-28,362271.9169815,65,73482.0,101.13,0,0,28,4,2,2014,18,560508.420995,398677.396998,381386.309033,651800.509461,411050.65476957144,417405.3718992571,445262.90488163935
2014-04-29,326338.348031,73,71015.0,101.56,0,1,29,4,2,2014,18,362271.9169815,370552.249018,364689.054991,485079.887001,405849.87191007147,416040.0581812929,434922.5980073715
2014-04-30,357079.964912,86,74823.0,100.07,0,2,30,4,2,2014,18,326338.348031,372232.595049,411357.084985,463917.316107,399533.6003405,413300.7219698643,429253.2573298714
2014-05-01,530380.848064,547,87240.0,99.69,1,3,1,5,2,2014,18,357079.964912,320875.477858,397464.842904,388867.961418,397368.93889235717,409423.78482179285,425437.63764433574
2014-05-02,443284.891212,215,80437.0,100.09,0,4,2,5,2,2014,18,530380.848064,357173.708433,394392.184115,422578.745073,427298.27749321435,418917.78519036435,430491.6693102643
2014-05-03,610391.748971,72,98252.0,100.09,0,5,3,5,2,2014,18,443284.891212,497334.735036,496904.749136,617680.194045,439599.8750330714,422410.1214115786,431231.1745295143
2014-05-04,646164.863883,58,93157.0,100.09,0,6,4,5,2,2014,18,610391.748971,560508.420995,520126.3980386,631888.250898,455750.8770237858,430516.3356855071,430970.8729197286
2014-05-05,427601.704071,67,77689.0,99.74,0,0,5,5,2,2014,19,646164.863883,362271.9169815,398677.396998,426091.1040178,467987.51172207145,439519.0832458214,431480.75195490714
2014-05-06,388945.890086,84,75193.0,99.81,0,1,6,5,2,2014,19,427601.704071,326338.348031,370552.249018,376663.272105,477320.3384491428,441585.1051796071,431534.70195680717
2014-05-07,391932.183945,71,77067.0,101.06,0,2,7,5,2,2014,19,388945.890086,357079.964912,372232.595049,375309.08201199997,486264.2730284286,442898.9366844643,431973.36688469996
2014-05-08,337483.713217,472,73342.0,100.52,0,3,8,5,2,2014,19,391932.183945,530380.848064,320875.477858,334052.7571255,491243.16146171425,444306.05017703574,432567.0490965928
2014-05-09,381335.196055,218,81067.0,100.32,0,4,9,5,2,2014,19,337483.713217,443284.891212,357173.708433,379646.845927,463686.4279121429,445492.3527026786,432689.58324271784
2014-05-10,577012.026997,61,108342.0,100.32,1,5,10,5,2,2014,19,381335.196055,610391.748971,497334.735036,529919.922964,454836.4714611429,447218.17324710713,432749.88146157505
2014-05-11,454512.928937,59,90945.0,100.32,1,6,11,5,2,2014,19,577012.026997,646164.863883,560508.420995,540190.281942,450067.93975057144,452909.40838717856,434431.7423198964
2014-05-12,398251.889006,61,76000.0,100.89,1,0,12,5,2,2014,20,454512.928937,427601.704071,362271.9169815,381386.309033,422689.0919011428,445338.30181160715,431371.83685543214
2014-05-13,360734.522978,65,73847.0,102.01,0,1,13,5,2,2014,20,398251.889006,388945.890086,326338.348031,364689.054991,418496.2611775715,447908.2998133571,431974.17899732507
2014-05-14,356373.806985,151,73257.0,102.63,0,2,14,5,2,2014,20,360734.522978,391932.183945,357079.964912,411357.084985,414466.06587642856,450365.16945242864,431832.94571114646
2014-05-15,332272.8296378,534,70281.0,101.74,0,3,15,5,2,2014,20,356373.806985,337483.713217,530380.848064,397464.842904,409386.2977392857,450314.72960049997,429869.2572111464
2014-05-16,380822.742652,1188,75778.0,102.31,0,4,16,5,2,2014,20,332272.8296378,381335.196055,443284.891212,394392.184115,408641.88579940004,436164.1568557714,427540.9710230679
2014-05-17,537873.964019,129,91408.0,102.31,0,5,17,5,2,2014,20,380822.742652,577012.026997,610391.748971,496904.749136,408568.67817040003,431702.5748157714,427056.348113675
2014-05-18,634519.7368283,139,93334.0,102.31,0,6,18,5,2,2014,20,537873.964019,454512.928937,646164.863883,520126.3980386,402977.5263164,426522.7330334857,428519.53435949644
2014-05-19,388814.744958,110,75548.0,102.95,0,0,19,5,2,2014,21,634519.7368283,398251.889006,427601.704071,398677.396998,428692.78458658565,425690.9382438642,432605.0107448428
2014-05-20,354372.33997,157,73023.0,102.8,0,1,20,5,2,2014,21,388814.744958,360734.522978,388945.890086,370552.249018,427344.62115115713,422920.4411643643,432252.7731719857
2014-05-21,356898.483031,191,73409.0,104.31,0,2,21,5,2,2014,21,354372.33997,356373.806985,391932.183945,372232.595049,426435.73786429997,420450.90187036427,431674.9192774143
2014-05-22,310660.142642,1561,68645.0,104.03,0,3,22,5,2,2014,21,356898.483031,332272.8296378,337483.713217,320875.477858,426510.6915851572,417948.49466222146,431127.27241962857
2014-05-23,349549.892726,1274,71882.0,105.01,0,4,23,5,2,2014,21,310660.142642,380822.742652,381335.196055,357173.708433,423423.1648714714,416032.5253354357,430762.43901905714
2014-05-24,516627.261707,220,90183.0,105.01,1,5,24,5,2,2014,21,349549.892726,537873.964019,577012.026997,497334.735036,418955.6148820428,413762.1465262215,430490.1598866643
2014-05-25,573412.21016,218,88321.0,105.01,0,6,25,5,2,2014,21,516627.261707,634519.7368283,454512.928937,560508.420995,415920.37169461424,409448.9490055071,431179.17869634286
2014-05-26,373831.086112,188,73627.0,105.01,0,0,26,5,2,2014,22,573412.21016,388814.744958,398251.889006,362271.9169815,407190.72502771433,417941.75480715,431640.0283093786
2014-05-27,327642.143098,196,70265.0,104.78,0,1,27,5,2,2014,22,373831.086112,354372.33997,360734.522978,326338.348031,405050.20233542856,416197.4117432929,432052.855778325
2014-05-28,338481.784057,192,71949.0,103.37,0,2,28,5,2,2014,22,327642.143098,356898.483031,356373.806985,357079.964912,401231.6027822857,413833.67032329284,432099.4198878607
2014-05-29,326624.5773325,1586,74837.0,104.26,0,3,29,5,2,2014,22,338481.784057,310660.142642,332272.8296378,530380.848064,398600.645786,412555.6686855786,431435.19914303924
2014-05-30,375782.6398709,1224,77930.0,103.4,0,4,30,5,2,2014,22,326624.5773325,349549.892726,380822.742652,443284.891212,400881.27931321424,412152.22209234285,424158.1894740571
2014-05-31,597192.467989,267,97007.0,103.4,0,5,31,5,2,2014,22,375782.6398709,516627.261707,537873.964019,610391.748971,404628.8146196286,411792.21475083573,421747.39478330355
2014-06-01,742732.830236,123,101478.0,103.4,0,6,1,6,2,2014,22,597192.467989,573412.21016,634519.7368283,646164.863883,416138.12980277144,416029.2507486929,421275.9918910893
2014-06-02,512725.7729758,195,83193.0,103.07,0,0,2,6,2,2014,23,742732.830236,373831.086112,388814.744958,427601.704071,440326.78981362854,423758.75742067146,424724.8478322678
2014-06-03,443636.187975,213,79665.0,103.34,0,1,3,6,2,2014,23,512725.7729758,327642.143098,354372.33997,388945.890086,460168.88793702854,432609.5451362286,427764.99315029645
2014-06-04,423284.494993,236,78673.0,103.27,0,2,4,6,2,2014,23,443636.187975,338481.784057,356898.483031,391932.183945,476739.46577659994,438985.53427944286,429718.21807490353
2014-06-05,359474.513823,1616,73882.0,103.17,0,3,5,6,2,2014,23,423284.494993,326624.5773325,310660.142642,337483.713217,488854.13876745716,443727.3922767286,430837.943469475
2014-06-06,391266.125449,1264,77054.0,103.32,0,4,6,6,2,2014,23,359474.513823,375782.6398709,349549.892726,381335.196055,493546.98683752853,447214.13307537144,431623.32920540357
2014-06-07,557142.461024,197,94798.0,103.32,0,5,7,6,2,2014,23,391266.125449,597192.467989,516627.261707,577012.026997,495758.91334868566,450193.86398415716,431978.0052551893
2014-06-08,626026.956957,215,91509.0,103.32,0,6,8,6,2,2014,23,557142.461024,742732.830236,573412.21016,454512.928937,490037.4837822571,453087.80679251434,431268.3778990107
2014-06-09,415798.946041,199,76770.0,105.09,0,0,9,6,2,2014,24,626026.956957,512725.7729758,373831.086112,398251.889006,473365.2161709714,456846.00299229997,437393.878899725
2014-06-10,351689.4229725,199,72457.0,105.02,0,1,10,6,2,2014,24,415798.946041,443636.187975,327642.143098,360734.522978,459518.52660885715,459843.7072729428,438020.5595081179
2014-06-11,373828.16418,258,74691.0,105.04,0,2,11,6,2,2014,24,351689.4229725,423284.494993,338481.784057,356373.806985,446383.2744656428,461561.3701211214,437697.5202222071
2014-06-12,329408.06736,1979,70928.0,107.2,1,3,12,6,2,2014,24,373828.16418,359474.513823,326624.5773325,332272.8296378,439318.0843495,464086.1115584786,438320.8901220286
2014-06-13,392308.374573,1335,79126.0,107.49,0,4,13,6,2,2014,24,329408.06736,391266.125449,375782.6398709,380822.742652,435022.87771192857,464284.93227472855,438218.5771835357
2014-06-14,622072.988944,278,106217.0,107.49,0,5,14,6,2,2014,24,392308.374573,557142.461024,597192.467989,537873.964019,435171.77044392854,465465.34189630713,438628.7783235715
2014-06-15,441279.9339945,250,81730.0,107.49,1,6,15,6,2,2014,24,622072.988944,626026.956957,742732.830236,634519.7368283,444447.5601467857,467242.52196452144,441635.88635660714
2014-06-16,447450.23987,338,78357.0,107.52,0,0,16,6,2,2014,25,441279.9339945,415798.946041,512725.7729758,388814.744958,418055.128295,445710.1722329857,434734.4648268286
2014-06-17,380396.036044,380,74593.0,106.95,0,1,17,6,2,2014,25,447450.23987,351689.4229725,443636.187975,354372.33997,422576.74169914285,441047.63415399997,436828.58964511426
2014-06-18,373408.6641423,425,73547.0,106.64,0,2,18,6,2,2014,25,380396.036044,373828.16418,423284.494993,356898.483031,426677.6864236429,436530.48044464283,437758.0073620429
2014-06-19,332280.93509600003,2359,69533.0,107.08,0,3,19,6,2,2014,25,373408.6641423,329408.06736,359474.513823,310660.142642,426617.7578468286,432967.9210981643,438347.65668744646
2014-06-20,369206.789547,1933,74637.0,107.95,1,4,20,6,2,2014,25,332280.93509600003,392308.374573,391266.125449,349549.892726,427028.1675234,431025.52261766425,439119.82784651784
2014-06-21,538613.855166,308,90482.0,107.95,0,5,21,6,2,2014,25,369206.789547,622072.988944,557142.461024,516627.261707,423727.94109111425,429449.8557675214,439821.85987583926
2014-06-22,591184.1240535,360,88830.0,107.95,0,6,22,6,2,2014,25,538613.855166,441279.9339945,626026.956957,573412.21016,411805.2076942572,428126.3839205214,440607.0953565179
2014-06-23,414929.6359765,237,74621.0,106.83,1,0,23,6,2,2014,26,591184.1240535,447450.23987,415798.946041,373831.086112,433220.09198840003,425637.6101417,441241.80656699993
2014-06-24,340464.7450455,266,69887.0,106.64,0,1,24,6,2,2014,26,414929.6359765,380396.036044,351689.4229725,327642.143098,428574.29143218574,425575.51656566426,442709.61191930354
2014-06-25,355342.398017,354,73770.0,107.04,1,2,25,6,2,2014,26,340464.7450455,373408.6641423,373828.16418,338481.784057,422869.8212895429,424773.75385659287,443167.56198885717
2014-06-26,315798.180924,2168,68189.0,106.49,0,3,26,6,2,2014,26,355342.398017,332280.93509600003,329408.06736,326624.5773325,420288.9261287857,423453.3419878071,443769.7267731429
2014-06-27,370793.573429,2732,73887.0,106.46,0,4,27,6,2,2014,26,315798.180924,369206.789547,392308.374573,375782.6398709,417934.24696135713,422481.20724237856,443383.0697585535
2014-06-28,510870.81398,425,86469.0,106.46,1,5,28,6,2,2014,26,370793.573429,538613.855166,622072.988944,597192.467989,418160.9303730714,420944.4357320928,443204.88881420007
2014-06-29,567218.8850125,302,83832.0,106.46,1,6,29,6,2,2014,26,510870.81398,591184.1240535,441279.9339945,742732.830236,414197.6387750714,413001.4232346643,440121.9725995929
2014-06-30,429324.0552005,352,76339.0,106.07,1,0,30,6,2,2014,27,567218.8850125,414929.6359765,447450.23987,512725.7729758,410774.0331977857,421997.06259309285,433853.6174130393
2014-07-01,720480.616788,2320,79972.0,106.06,1,1,1,7,3,2014,27,429324.0552005,340464.7450455,380396.036044,443636.187975,412830.37880121433,420702.3351167,430874.98463534995
2014-07-02,747430.1471275,4310,83075.0,105.18,0,2,2,7,3,2014,27,720480.616788,355342.398017,373408.6641423,423284.494993,467118.3604787142,444994.0908841286,440762.2856643857
2014-07-03,583844.7207922,2383,77099.0,104.76,1,3,3,7,3,2014,27,747430.1471275,315798.180924,332280.93509600003,359474.513823,523130.89606592857,471709.9110973571,452338.9160977607
2014-07-04,595424.31324,4056,78171.0,104.76,1,4,4,7,3,2014,27,583844.7207922,370793.573429,369206.789547,391266.125449,561423.2589042429,489678.75293280004,460352.13777523214
2014-07-05,817307.1101677,610,92536.0,104.76,1,5,5,7,3,2014,27,595424.31324,510870.81398,538613.855166,557142.461024,593513.3645915285,505837.14748230006,467643.50162491074
2014-07-06,918276.596259,583,90910.0,104.76,0,6,6,7,3,2014,27,817307.1101677,567218.8850125,591184.1240535,626026.956957,637289.9783326286,525743.80855385,476935.0962371857
2014-07-07,638526.428909,492,79130.0,104.19,0,0,7,7,3,2014,28,918276.596259,429324.0552005,414929.6359765,415798.946041,687441.0799392714,549107.5565685286,487372.58335511433
2014-07-08,557291.4975265,2183,74393.0,104.06,1,1,8,7,3,2014,28,638526.428909,720480.616788,340464.7450455,351689.4229725,717327.1333262,565078.7560637072,495327.13631468575
2014-07-09,574451.409963,4281,73421.0,102.93,1,2,9,7,3,2014,28,557291.4975265,747430.1471275,355342.398017,373828.16418,694014.4020031287,580566.3812409214,502670.0675487571
2014-07-10,498047.54898,2465,71722.0,103.61,0,3,10,7,3,2014,28,574451.409963,583844.7207922,315798.180924,329408.06736,669303.1538367715,596217.0249513501,509835.18346957857
2014-07-11,535644.182793,4057,74586.0,101.48,0,4,11,7,3,2014,28,498047.54898,595424.31324,370793.573429,392308.374573,657046.4150064571,609234.83695535,515858.0220988643
2014-07-12,756698.7523004999,568,89793.0,101.48,1,5,12,7,3,2014,28,535644.182793,817307.1101677,510870.81398,622072.988944,648506.3963711715,621009.8804813501,520977.1581067215
2014-07-13,733653.779849,720,79840.0,101.48,1,6,13,7,3,2014,28,756698.7523004999,918276.596259,567218.8850125,441279.9339945,639848.059533,638569.0189328144,525785.2210837392
2014-07-14,584867.15114,617,76320.0,101.73,0,0,14,7,3,2014,29,733653.779849,638526.428909,429324.0552005,447450.23987,613473.3714744287,650457.2257068501,536227.1441499714
2014-07-15,562860.0268329,2329,76497.0,100.56,0,1,15,7,3,2014,29,584867.15114,557291.4975265,720480.616788,380396.036044,605807.7603645715,661567.4468453856,541134.8909810429
2014-07-16,621336.4939885,4446,77335.0,101.88,0,2,16,7,3,2014,29,562860.0268329,574451.409963,747430.1471275,373408.6641423,606603.2645512,650308.8332771643,547651.4620806464
2014-07-17,498221.7050971,2416,72365.0,103.84,0,3,17,7,3,2014,29,621336.4939885,498047.54898,583844.7207922,332280.93509600003,613301.1336977,641302.1437672358,556506.0274322964
2014-07-18,547619.0590519,4275,76812.0,103.83,0,4,18,7,3,2014,29,498221.7050971,535644.182793,595424.31324,369206.789547,613326.0131430001,635186.2140747287,562432.4835037643
2014-07-19,728988.226204,759,88541.0,103.83,0,5,19,7,3,2014,29,547619.0590519,756698.7523004999,817307.1101677,538613.855166,615036.7097514143,631771.5530612929,568804.3502717965
2014-07-20,776474.1180457,636,82660.0,103.83,0,6,20,7,3,2014,29,728988.226204,733653.779849,918276.596259,591184.1240535,611078.0631662001,625463.0613496,575603.434951725
2014-07-21,600228.430008,592,77658.0,105.34,0,0,21,7,3,2014,30,776474.1180457,584867.15114,638526.428909,414929.6359765,617195.2543371571,615334.3129057928,582220.9347371607
2014-07-22,530276.040011,2287,73749.0,104.59,0,1,22,7,3,2014,30,600228.430008,562860.0268329,557291.4975265,340464.7450455,619389.7227468714,612598.7415557215,588838.7488097142
2014-07-23,574168.635995,4459,74346.0,103.81,1,2,23,7,3,2014,30,530276.040011,621336.4939885,574451.409963,355342.398017,614734.8674866001,610669.0660189,595617.7236299107
2014-07-24,484618.8170115,2425,72513.0,102.76,1,3,24,7,3,2014,30,574168.635995,498221.7050971,498047.54898,315798.180924,607996.6020589572,610648.8678783287,603432.9464148392
2014-07-25,579767.285128,4395,78229.0,105.23,1,4,25,7,3,2014,30,484618.8170115,547619.0590519,535644.182793,370793.573429,606053.3323324429,609689.6727377214,609462.2548465357
2014-07-26,688919.5500267,673,87657.0,105.23,0,5,26,7,3,2014,30,579767.285128,728988.226204,756698.7523004999,510870.81398,610645.9360576,612841.322904507,616925.6016929286
2014-07-27,747307.86662,605,81927.0,105.23,0,6,27,7,3,2014,30,688919.5500267,776474.1180457,733653.779849,567218.8850125,604921.8394608429,607999.9513135215,623284.4851231679
2014-07-28,583936.68549,557,77123.0,105.68,0,0,28,7,3,2014,31,747307.86662,600228.430008,584867.15114,429324.0552005,600755.2321143142,608975.2432257357,629716.2344662929
2014-07-29,524743.3250017,2207,73622.0,104.91,0,1,29,7,3,2014,31,583936.68549,530276.040011,562860.0268329,720480.616788,598427.8400403142,608908.781393593,635238.1141194893
2014-07-30,578056.965281,4640,74905.0,104.29,0,2,30,7,3,2014,31,524743.3250017,574168.635995,621336.4939885,747430.1471275,597637.4521818429,606186.1598342214,628247.4965556929
2014-07-31,532423.558194,2319,75434.0,98.23,0,3,31,7,3,2014,31,578056.965281,484618.8170115,498221.7050971,583844.7207922,598192.9277941285,603094.7649265428,622198.4543468893
2014-08-01,506826.7949305,4407,87196.0,97.86,0,4,1,8,3,2014,31,532423.558194,579767.285128,547619.0590519,595424.31324,605022.1765344858,605537.7544334643,620361.9842540964
2014-08-02,626533.637869,506,97649.0,97.86,0,5,2,8,3,2014,31,506826.7949305,688919.5500267,728988.226204,817307.1101677,594602.1065062714,602624.0212819356,617197.7871716142
2014-08-03,625898.205888,453,90780.0,97.86,0,6,3,8,3,2014,31,626533.637869,747307.86662,776474.1180457,918276.596259,585689.8333408857,595305.8364008643,610384.4488752323
2014-08-04,471173.304022,402,83158.0,98.26,0,0,4,8,3,2014,32,625898.205888,583936.68549,600228.430008,638526.428909,568345.5960934571,584550.4141038858,599942.3635048392
2014-08-05,417197.476176,395,79178.0,97.34,1,1,5,8,3,2014,32,471173.304022,524743.3250017,530276.040011,557291.4975265,552236.5415980286,575332.1908191715,593965.4661874464
2014-08-06,402914.370941,515,78787.0,96.93,0,2,6,8,3,2014,32,417197.476176,578056.965281,574168.635995,574451.409963,536872.8489086429,567255.1505452428,588962.1082820714
2014-08-07,359701.53298899997,2310,74620.0,97.34,0,3,7,8,3,2014,32,402914.370941,532423.558194,484618.8170115,498047.54898,511852.4782886429,555022.7030413856,582835.7854598572
2014-08-08,397759.9389829,4308,78698.0,97.61,0,4,8,8,3,2014,32,359701.53298899997,506826.7949305,579767.285128,535644.182793,487177.9032593571,546100.0398969214,577894.8563173214
2014-08-09,496192.787084,574,88010.0,97.61,0,5,9,8,3,2014,32,397759.9389829,626533.637869,688919.5500267,756698.7523004999,471596.9238382714,533099.5151722714,572970.4190383892
2014-08-10,509681.7650025,612,82185.0,97.61,1,6,10,8,3,2014,32,496192.787084,625898.205888,747307.86662,733653.779849,452976.8022975571,519333.3178192214,563666.6345663714
2014-08-11,409544.575013,530,78908.0,98.09,0,0,11,8,3,2014,33,509681.7650025,471173.304022,583936.68549,584867.15114,436374.4535996286,502360.0248465429,555667.6340361394
2014-08-12,353898.211991,488,73280.0,97.36,0,1,12,8,3,2014,33,409544.575013,417197.476176,524743.3250017,562860.0268329,427570.34945548564,489903.44552675716,549406.113460175
2014-08-13,372116.544964,623,76370.0,97.57,0,2,13,8,3,2014,33,353898.211991,402914.370941,578056.965281,621336.4939885,418527.5974290572,477700.22316885,541943.1915015357
2014-08-14,340740.8170565,2331,73787.0,95.54,0,3,14,8,3,2014,33,372116.544964,359701.53298899997,532423.558194,498221.7050971,414127.9080037714,462990.1931462071,533042.4790363751
